"Monthly age-standardised mortality rates by vaccination status by sex for all cause deaths, deaths involving COVID-19 and deaths not involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"										
This worksheet contains 1 table.										
"Source: Source: Office for National Statistics, National Immunisation Management Service."										
Sex	Cause of Death	Year	Month	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Male	All causes	2021	December	"Second dose, less than 21 days ago"	25	14927	2566.5		1517.0	3982.8
Male	All causes	2021	December	"Second dose, between 21 days and 6 months ago"	615	319809	2957.5		2636.4	3278.7
Male	All causes	2021	December	"Second dose, at least 6 months ago"	5668	151131	5877.2		5715.5	6038.8
Male	All causes	2021	December	"Third dose or booster, less than 21 days ago"	1600	277204	1254.7		1185.0	1324.3
Male	All causes	2021	December	"Third dose or booster, at least 21 days ago"	11197	455834	1013.5		981.8	1045.3
Male	All causes	2021	December	Ever vaccinated	19504	1318038	1299.4		1280.9	1317.9
Male	All causes	2022	January	Unvaccinated	1092	255681	2082.9		1944.4	2221.5
Male	All causes	2022	January	"First dose, less than 21 days ago"	17	8671	5639.8	u	3040.1	9383.3
Male	All causes	2022	January	"First dose, at least 21 days ago"	335	80013	4822.8		4251.2	5394.3
Male	All causes	2022	January	"Second dose, less than 21 days ago"	18	16053	2343.5	u	1234.0	3924.3
Male	All causes	2022	January	"Second dose, between 21 days and 6 months ago"	257	150660	3258.8		2762.5	3755.1
Male	All causes	2022	January	"Second dose, at least 6 months ago"	3045	99252	5821.3		5604.2	6038.5
Male	All causes	2022	January	"Third dose or booster, less than 21 days ago"	553	119856	2334.3		2120.2	2548.4
Male	All causes	2022	January	"Third dose or booster, at least 21 days ago"	14771	855324	1124.3		1002.5	1246.2
Male	All causes	2022	January	Ever vaccinated	18996	1329829	1263.5		1245.3	1281.8
Male	All causes	2022	February	Unvaccinated	709	223643	1492.9		1369.3	1616.5
Male	All causes	2022	February	"First dose, less than 21 days ago"	5	4454	x		x	x
Male	All causes	2022	February	"First dose, at least 21 days ago"	198	64001	3118.5		2625.5	3611.6
Male	All causes	2022	February	"Second dose, less than 21 days ago"	4	12764	x		x	x
Male	All causes	2022	February	"Second dose, between 21 days and 6 months ago"	143	108535	2487.1		1978.8	2995.4
Male	All causes	2022	February	"Second dose, at least 6 months ago"	1639	107500	3841.4		3643.5	4039.3
Male	All causes	2022	February	"Third dose or booster, less than 21 days ago"	84	15391	2336.3		1846.9	2912.1
Male	All causes	2022	February	"Third dose or booster, at least 21 days ago"	13828	894374	1072.1		1053.8	1090.4
Male	All causes	2022	February	Ever vaccinated	15901	1207020	1171.8		1153.3	1190.3
Male	All causes	2022	March	Unvaccinated	691	243735	1348.0		1235.6	1460.4
Male	All causes	2022	March	"First dose, less than 21 days ago"	5	2381	x		x	x
Male	All causes	2022	March	"First dose, at least 21 days ago"	197	65122	3055.4		2580.4	3530.5
Male	All causes	2022	March	"Second dose, less than 21 days ago"	3	8077	x		x	x
Male	All causes	2022	March	"Second dose, between 21 days and 6 months ago"	127	95959	2773.7		2215.3	3332.0
Male	All causes	2022	March	"Second dose, at least 6 months ago"	1451	147672	3170.2		2994.5	3345.8
Male	All causes	2022	March	"Third dose or booster, less than 21 days ago"	52	9123	2732.8		2020.7	3608.7
Male	All causes	2022	March	"Third dose or booster, at least 21 days ago"	15551	1010418	1135.9		1057.1	1214.7
Male	All causes	2022	March	Ever vaccinated	17386	1338752	1153.9		1136.5	1171.3
Male	All causes	2022	April	Unvaccinated	651	233339	1333.0		1218.5	1447.4
Male	All causes	2022	April	"First dose, less than 21 days ago"	5	1611	x		x	x
Male	All causes	2022	April	"First dose, at least 21 days ago"	196	57244	3141.2		2648.3	3634.2
Male	All causes	2022	April	"Second dose, less than 21 days ago"	4	5812	x		x	x
Male	All causes	2022	April	"Second dose, between 21 days and 6 months ago"	91	82472	2688.0		2099.8	3375.6
Male	All causes	2022	April	"Second dose, at least 6 months ago"	1161	153828	2732.5		2561.0	2903.9
Male	All causes	2022	April	"Third dose or booster, less than 21 days ago"	34	6850	1569.1		1072.6	2210.7
Male	All causes	2022	April	"Third dose or booster, at least 21 days ago"	15443	988798	1119.9		1073.9	1165.9
Male	All causes	2022	April	Ever vaccinated	16934	1296615	1155.9		1138.2	1173.6
Male	All causes	2022	May	Unvaccinated	465	239255	933.1		839.2	1027.0
Male	All causes	2022	May	"First dose, less than 21 days ago"	0	1149	x		x	x
Male	All causes	2022	May	"First dose, at least 21 days ago"	130	55061	2152.3		1737.6	2567.1
Male	All causes	2022	May	"Second dose, less than 21 days ago"	4	4184	x		x	x
Male	All causes	2022	May	"Second dose, between 21 days and 6 months ago"	58	80187	2062.8		1496.8	2751.2
Male	All causes	2022	May	"Second dose, at least 6 months ago"	844	162733	2021.6		1871.7	2171.6
Male	All causes	2022	May	"Third dose or booster, less than 21 days ago"	39	6406	2375.4		1628.2	3324.8
Male	All causes	2022	May	"Third dose or booster, at least 21 days ago"	13243	1030562	921.7		887.7	955.7
Male	All causes	2022	May	Ever vaccinated	14318	1340283	941.6		925.9	957.2
Male	Deaths involving COVID-19	2021	January	Unvaccinated	12732	1494480	1504.9		1476.4	1533.4
Male	Deaths involving COVID-19	2021	January	"First dose, less than 21 days ago"	1111	80924	1938.0		-1149.5	5025.5
Male	Deaths involving COVID-19	2021	January	"First dose, at least 21 days ago"	544	12642	1089.1		685.9	1492.3
Male	Deaths involving COVID-19	2021	January	"Second dose, less than 21 days ago"	39	9757	29.6		20.7	40.8
Male	Deaths involving COVID-19	2021	January	"Second dose, between 21 days and 6 months ago"	7	1699	x		x	x
Male	Deaths involving COVID-19	2021	January	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	January	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	January	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	January	Ever vaccinated	1701	105021	1675		-826.6	4176.6
Male	Deaths involving COVID-19	2021	February	Unvaccinated	4227	1091880	2919.3		2811.1	3027.5
Male	Deaths involving COVID-19	2021	February	"First dose, less than 21 days ago"	699	198481	250.2		228.8	271.5
Male	Deaths involving COVID-19	2021	February	"First dose, at least 21 days ago"	1625	139837	299.1		274.9	323.2
Male	Deaths involving COVID-19	2021	February	"Second dose, less than 21 days ago"	1	1065	x		x	x
Male	Deaths involving COVID-19	2021	February	"Second dose, between 21 days and 6 months ago"	44	13112	25.6		18.3	34.6
Male	Deaths involving COVID-19	2021	February	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	February	Ever vaccinated	2369	352495	223.2		211.8	234.6
Male	Deaths involving COVID-19	2021	March	Unvaccinated	755	912058	772.1		704.9	839.4
Male	Deaths involving COVID-19	2021	March	"First dose, less than 21 days ago"	60	212444	189.9		129.8	262.7
Male	Deaths involving COVID-19	2021	March	"First dose, at least 21 days ago"	832	432918	86.9		80.2	93.6
Male	Deaths involving COVID-19	2021	March	"Second dose, less than 21 days ago"	15	23914	19.7	u	6.7	38.8
Male	Deaths involving COVID-19	2021	March	"Second dose, between 21 days and 6 months ago"	26	17944	32.0		-3.1	79.1
Male	Deaths involving COVID-19	2021	March	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	March	Ever vaccinated	933	687220	67.9		63.3	72.4
Male	Deaths involving COVID-19	2021	April	Unvaccinated	120	700613	169.4		134.6	204.1
Male	Deaths involving COVID-19	2021	April	"First dose, less than 21 days ago"	11	97976	178.7	u	70.1	349.9
Male	Deaths involving COVID-19	2021	April	"First dose, at least 21 days ago"	217	529501	63.0		53.4	72.6
Male	Deaths involving COVID-19	2021	April	"Second dose, less than 21 days ago"	22	147837	4.3		2.6	6.6
Male	Deaths involving COVID-19	2021	April	"Second dose, between 21 days and 6 months ago"	35	71771	15.1		7.0	25.6
Male	Deaths involving COVID-19	2021	April	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	April	Ever vaccinated	285	847084	20.6		18.1	23.1
Male	Deaths involving COVID-19	2021	May	Unvaccinated	44	622402	63.6		44.0	88.1
Male	Deaths involving COVID-19	2021	May	"First dose, less than 21 days ago"	4	75951	x		x	x
Male	Deaths involving COVID-19	2021	May	"First dose, at least 21 days ago"	59	361221	98.7		69.7	134.0
Male	Deaths involving COVID-19	2021	May	"Second dose, less than 21 days ago"	14	218129	10.0	u	4.5	18.2
Male	Deaths involving COVID-19	2021	May	"Second dose, between 21 days and 6 months ago"	32	320208	2.9		1.8	4.3
Male	Deaths involving COVID-19	2021	May	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	May	Ever vaccinated	109	975510	7.4		6	8.9
Male	Deaths involving COVID-19	2021	June	Unvaccinated	51	476445	57.1		38.9	79.5
Male	Deaths involving COVID-19	2021	June	"First dose, less than 21 days ago"	1	87861	x		x	x
Male	Deaths involving COVID-19	2021	June	"First dose, at least 21 days ago"	30	189762	116.1		69.0	178.2
Male	Deaths involving COVID-19	2021	June	"Second dose, less than 21 days ago"	4	174984	x		x	x
Male	Deaths involving COVID-19	2021	June	"Second dose, between 21 days and 6 months ago"	105	615993	8.2		6.5	10.0
Male	Deaths involving COVID-19	2021	June	"Second dose, at least 6 months ago"	0	9	x		x	x
Male	Deaths involving COVID-19	2021	June	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	June	Ever vaccinated	140	1068610	9.7		8.1	11.4
Male	Deaths involving COVID-19	2021	July	Unvaccinated	196	392605	271.2		225.7	316.7
Male	Deaths involving COVID-19	2021	July	"First dose, less than 21 days ago"	2	58068	x		x	x
Male	Deaths involving COVID-19	2021	July	"First dose, at least 21 days ago"	28	191175	169.8		103.1	258.2
Male	Deaths involving COVID-19	2021	July	"Second dose, less than 21 days ago"	0	85713	x		x	x
Male	Deaths involving COVID-19	2021	July	"Second dose, between 21 days and 6 months ago"	415	856864	32.2		28.8	35.7
Male	Deaths involving COVID-19	2021	July	"Second dose, at least 6 months ago"	39	10733	24.2		17.1	33.2
Male	Deaths involving COVID-19	2021	July	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	July	Ever vaccinated	484	1202553	32.6		29.7	35.6
Male	Deaths involving COVID-19	2021	August	Unvaccinated	338	362776	523.5		458.8	588.1
Male	Deaths involving COVID-19	2021	August	"First dose, less than 21 days ago"	5	18286	x		x	x
Male	Deaths involving COVID-19	2021	August	"First dose, at least 21 days ago"	50	139627	425.5		303.5	576.2
Male	Deaths involving COVID-19	2021	August	"Second dose, less than 21 days ago"	3	81956	x		x	x
Male	Deaths involving COVID-19	2021	August	"Second dose, between 21 days and 6 months ago"	845	975552	62.4		58.1	66.8
Male	Deaths involving COVID-19	2021	August	"Second dose, at least 6 months ago"	76	15474	89.6		17.9	174.7
Male	Deaths involving COVID-19	2021	August	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	August	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	August	Ever vaccinated	979	1230895	65.2		61	69.3
Male	Deaths involving COVID-19	2021	September	Unvaccinated	266	327133	463.2		400.1	526.2
Male	Deaths involving COVID-19	2021	September	"First dose, less than 21 days ago"	1	14771	x		x	x
Male	Deaths involving COVID-19	2021	September	"First dose, at least 21 days ago"	47	76042	459.7		324.2	628.2
Male	Deaths involving COVID-19	2021	September	"Second dose, less than 21 days ago"	0	52156	x		x	x
Male	Deaths involving COVID-19	2021	September	"Second dose, between 21 days and 6 months ago"	1001	1027112	82.3		77.0	87.6
Male	Deaths involving COVID-19	2021	September	"Second dose, at least 6 months ago"	208	39562	133.9		96.9	170.8
Male	Deaths involving COVID-19	2021	September	"Third dose or booster, less than 21 days ago"	0	4025	x		x	x
Male	Deaths involving COVID-19	2021	September	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Deaths involving COVID-19	2021	September	Ever vaccinated	1257	1213667	89		79.4	98.6
Male	Deaths involving COVID-19	2021	October	Unvaccinated	225	314763	359.3		305.1	413.5
Male	Deaths involving COVID-19	2021	October	"First dose, less than 21 days ago"	0	17587	x		x	x
Male	Deaths involving COVID-19	2021	October	"First dose, at least 21 days ago"	36	70429	454.5		312.5	636.8
Male	Deaths involving COVID-19	2021	October	"Second dose, less than 21 days ago"	1	15926	x		x	x
Male	Deaths involving COVID-19	2021	October	"Second dose, between 21 days and 6 months ago"	438	931195	86.4		75.9	96.9
Male	Deaths involving COVID-19	2021	October	"Second dose, at least 6 months ago"	771	125869	203.8		184.4	223.2
Male	Deaths involving COVID-19	2021	October	"Third dose or booster, less than 21 days ago"	88	93883	22.2		16.4	28.9
Male	Deaths involving COVID-19	2021	October	"Third dose or booster, at least 21 days ago"	22	20948	36.6		14.6	66.8
Male	Deaths involving COVID-19	2021	October	Ever vaccinated	1356	1275836	90.2		85.3	95
Male	Deaths involving COVID-19	2021	November	Unvaccinated	327	276891	541.7		474.4	609.0
Male	Deaths involving COVID-19	2021	November	"First dose, less than 21 days ago"	1	18329	x		x	x
Male	Deaths involving COVID-19	2021	November	"First dose, at least 21 days ago"	34	80533	458.4		305.7	655.8
Male	Deaths involving COVID-19	2021	November	"Second dose, less than 21 days ago"	1	9032	x		x	x
Male	Deaths involving COVID-19	2021	November	"Second dose, between 21 days and 6 months ago"	121	619316	131.8		94.3	169.2
Male	Deaths involving COVID-19	2021	November	"Second dose, at least 6 months ago"	1005	185320	401.7		375.9	427.6
Male	Deaths involving COVID-19	2021	November	"Third dose or booster, less than 21 days ago"	80	175760	26.1		19.4	34.0
Male	Deaths involving COVID-19	2021	November	"Third dose or booster, at least 21 days ago"	199	172504	50.1		31.7	68.5
Male	Deaths involving COVID-19	2021	November	Ever vaccinated	1441	1260794	97.4		92.3	102.5
Male	Deaths involving COVID-19	2021	December	Unvaccinated	373	269211	639.8		565.2	714.4
Male	Deaths involving COVID-19	2021	December	"First dose, less than 21 days ago"	2	10604	x		x	x
Male	Deaths involving COVID-19	2021	December	"First dose, at least 21 days ago"	44	88528	665.4		472.1	907.6
Male	Deaths involving COVID-19	2021	December	"Second dose, less than 21 days ago"	1	14927	x		x	x
Male	Deaths involving COVID-19	2021	December	"Second dose, between 21 days and 6 months ago"	33	319809	202.8		122.9	306.4
Male	Deaths involving COVID-19	2021	December	"Second dose, at least 6 months ago"	579	151131	588.5		537.6	639.3
Male	Deaths involving COVID-19	2021	December	"Third dose or booster, less than 21 days ago"	52	277204	44.3		32.0	59.4
Male	Deaths involving COVID-19	2021	December	"Third dose or booster, at least 21 days ago"	398	455834	35.4		31.3	39.4
Male	Deaths involving COVID-19	2021	December	Ever vaccinated	1109	1318038	73.4		69	77.8
Male	Deaths involving COVID-19	2022	January	Unvaccinated	389	255681	754.0		670.7	837.2
Male	Deaths involving COVID-19	2022	January	"First dose, less than 21 days ago"	5	8671	x		x	x
Male	Deaths involving COVID-19	2022	January	"First dose, at least 21 days ago"	65	80013	1037.2		784.7	1341.0
Male	Deaths involving COVID-19	2022	January	"Second dose, less than 21 days ago"	3	16053	x		x	x
Male	Deaths involving COVID-19	2022	January	"Second dose, between 21 days and 6 months ago"	37	150660	616.7		414.0	875.8
Male	Deaths involving COVID-19	2022	January	"Second dose, at least 6 months ago"	578	99252	1167.0		1068.7	1265.3
Male	Deaths involving COVID-19	2022	January	"Third dose or booster, less than 21 days ago"	52	119856	231.0		168.4	308.1
Male	Deaths involving COVID-19	2022	January	"Third dose or booster, at least 21 days ago"	1380	855324	161.5		40.8	282.2
Male	Deaths involving COVID-19	2022	January	Ever vaccinated	2120	1329829	143.3		137.1	149.5
Male	Deaths involving COVID-19	2022	February	Unvaccinated	134	223643	324.3		264.7	383.9
Male	Deaths involving COVID-19	2022	February	"First dose, less than 21 days ago"	1	4454	x		x	x
Male	Deaths involving COVID-19	2022	February	"First dose, at least 21 days ago"	29	64001	514.8		326.8	760.6
Male	Deaths involving COVID-19	2022	February	"Second dose, less than 21 days ago"	0	12764	x		x	x
Male	Deaths involving COVID-19	2022	February	"Second dose, between 21 days and 6 months ago"	10	108535	220.8	u	87.7	435.3
Male	Deaths involving COVID-19	2022	February	"Second dose, at least 6 months ago"	190	107500	505.5		431.5	579.5
Male	Deaths involving COVID-19	2022	February	"Third dose or booster, less than 21 days ago"	7	15391	x		x	x
Male	Deaths involving COVID-19	2022	February	"Third dose or booster, at least 21 days ago"	1117	894374	88.1		82.9	93.4
Male	Deaths involving COVID-19	2022	February	Ever vaccinated	1354	1207020	102.4		96.9	108
Male	Deaths involving COVID-19	2022	March	Unvaccinated	101	243735	225.7		178.0	273.4
Male	Deaths involving COVID-19	2022	March	"First dose, less than 21 days ago"	1	2381	x		x	x
Male	Deaths involving COVID-19	2022	March	"First dose, at least 21 days ago"	18	65122	335.1	u	189.5	542.6
Male	Deaths involving COVID-19	2022	March	"Second dose, less than 21 days ago"	2	8077	x		x	x
Male	Deaths involving COVID-19	2022	March	"Second dose, between 21 days and 6 months ago"	5	95959	x		x	x
Male	Deaths involving COVID-19	2022	March	"Second dose, at least 6 months ago"	133	147672	330.1		272.0	388.3
Male	Deaths involving COVID-19	2022	March	"Third dose or booster, less than 21 days ago"	1	9123	x		x	x
Male	Deaths involving COVID-19	2022	March	"Third dose or booster, at least 21 days ago"	1271	1010418	90.3		85.3	95.4
Male	Deaths involving COVID-19	2022	March	Ever vaccinated	1431	1338752	97.4		92.2	102.5
Male	Deaths involving COVID-19	2022	April	Unvaccinated	99	233339	252.0		202.1	310.1
Male	Deaths involving COVID-19	2022	April	"First dose, less than 21 days ago"	1	1611	x		x	x
Male	Deaths involving COVID-19	2022	April	"First dose, at least 21 days ago"	23	57244	404.0		242.4	625.0
Male	Deaths involving COVID-19	2022	April	"Second dose, less than 21 days ago"	0	5812	x		x	x
Male	Deaths involving COVID-19	2022	April	"Second dose, between 21 days and 6 months ago"	9	82472	x		x	x
Male	Deaths involving COVID-19	2022	April	"Second dose, at least 6 months ago"	107	153828	271.6		216.5	326.6
Male	Deaths involving COVID-19	2022	April	"Third dose or booster, less than 21 days ago"	0	6850	x		x	x
Male	Deaths involving COVID-19	2022	April	"Third dose or booster, at least 21 days ago"	1632	988798	118.1		112.2	123.9
Male	Deaths involving COVID-19	2022	April	Ever vaccinated	1772	1296615	123.9		118	129.8
Male	Deaths involving COVID-19	2022	May	Unvaccinated	42	239255	100.8		70.8	138.5
Male	Deaths involving COVID-19	2022	May	"First dose, less than 21 days ago"	0	1149	x		x	x
Male	Deaths involving COVID-19	2022	May	"First dose, at least 21 days ago"	8	55061	x		x	x
Male	Deaths involving COVID-19	2022	May	"Second dose, less than 21 days ago"	0	4184	x		x	x
Male	Deaths involving COVID-19	2022	May	"Second dose, between 21 days and 6 months ago"	2	80187	x		x	x
Male	Deaths involving COVID-19	2022	May	"Second dose, at least 6 months ago"	50	162733	126.9		91.4	170.7
Male	Deaths involving COVID-19	2022	May	"Third dose or booster, less than 21 days ago"	0	6406	x		x	x
Male	Deaths involving COVID-19	2022	May	"Third dose or booster, at least 21 days ago"	605	1030562	42.1		38.7	45.6
Male	Deaths involving COVID-19	2022	May	Ever vaccinated	665	1340283	44.8		41.3	48.2
Male	Non-COVID-19 deaths	2021	January	Unvaccinated	13873	1494480	1545.0		1516.7	1573.3
Male	Non-COVID-19 deaths	2021	January	"First dose, less than 21 days ago"	2227	80924	752.7		693.8	811.5
Male	Non-COVID-19 deaths	2021	January	"First dose, at least 21 days ago"	657	12642	1369.4		1119.5	1619.3
Male	Non-COVID-19 deaths	2021	January	"Second dose, less than 21 days ago"	208	9757	326.7		151.5	501.8
Male	Non-COVID-19 deaths	2021	January	"Second dose, between 21 days and 6 months ago"	37	1699	160.5		111.4	223.2
Male	Non-COVID-19 deaths	2021	January	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	January	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	January	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	January	Ever vaccinated	3129	105021	749.1		696.4	801.9
Male	Non-COVID-19 deaths	2021	February	Unvaccinated	6074	1091880	3576.3		3458.5	3694.1
Male	Non-COVID-19 deaths	2021	February	"First dose, less than 21 days ago"	2893	198481	993.5		946.9	1040.2
Male	Non-COVID-19 deaths	2021	February	"First dose, at least 21 days ago"	5031	139837	1059.0		1007.7	1110.2
Male	Non-COVID-19 deaths	2021	February	"Second dose, less than 21 days ago"	18	1065	645.3	u	334.4	1088.5
Male	Non-COVID-19 deaths	2021	February	"Second dose, between 21 days and 6 months ago"	468	13112	592.9		368.7	817.1
Male	Non-COVID-19 deaths	2021	February	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	February	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	February	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	February	Ever vaccinated	8410	352495	891.9		864.1	919.7
Male	Non-COVID-19 deaths	2021	March	Unvaccinated	3176	912058	3030.0		2897.0	3163.1
Male	Non-COVID-19 deaths	2021	March	"First dose, less than 21 days ago"	946	212444	2189.5		1981.1	2397.9
Male	Non-COVID-19 deaths	2021	March	"First dose, at least 21 days ago"	10309	432918	1131.8		1101.4	1162.1
Male	Non-COVID-19 deaths	2021	March	"Second dose, less than 21 days ago"	581	23914	635.6		553.3	718.0
Male	Non-COVID-19 deaths	2021	March	"Second dose, between 21 days and 6 months ago"	713	17944	816.4		638.3	994.6
Male	Non-COVID-19 deaths	2021	March	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	March	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	March	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	March	Ever vaccinated	12549	687220	961.8		941.8	981.8
Male	Non-COVID-19 deaths	2021	April	Unvaccinated	1836	700613	2368.8		2238.3	2499.3
Male	Non-COVID-19 deaths	2021	April	"First dose, less than 21 days ago"	222	97976	2071.1		1655.8	2486.4
Male	Non-COVID-19 deaths	2021	April	"First dose, at least 21 days ago"	8011	529501	2008.7		1956.1	2061.3
Male	Non-COVID-19 deaths	2021	April	"Second dose, less than 21 days ago"	2505	147837	617.0		578.7	655.2
Male	Non-COVID-19 deaths	2021	April	"Second dose, between 21 days and 6 months ago"	2737	71771	941.8		860.8	1022.9
Male	Non-COVID-19 deaths	2021	April	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	April	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	April	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	April	Ever vaccinated	13475	847084	992.1		973.8	1010.5
Male	Non-COVID-19 deaths	2021	May	Unvaccinated	1395	622402	1817.7		1701.7	1933.8
Male	Non-COVID-19 deaths	2021	May	"First dose, less than 21 days ago"	79	75951	1751.0		1193.1	2410.7
Male	Non-COVID-19 deaths	2021	May	"First dose, at least 21 days ago"	3959	361221	6255.6		6013.2	6498.1
Male	Non-COVID-19 deaths	2021	May	"Second dose, less than 21 days ago"	1750	218129	1032.6		970.1	1095.2
Male	Non-COVID-19 deaths	2021	May	"Second dose, between 21 days and 6 months ago"	9138	320208	1201.5		790.7	1612.3
Male	Non-COVID-19 deaths	2021	May	"Second dose, at least 6 months ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	May	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	May	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	May	Ever vaccinated	14926	975510	1076.6		991.9	1161.2
Male	Non-COVID-19 deaths	2021	June	Unvaccinated	1188	476445	1744.7		1626.3	1863.2
Male	Non-COVID-19 deaths	2021	June	"First dose, less than 21 days ago"	46	87861	1232.4		723.7	1866.5
Male	Non-COVID-19 deaths	2021	June	"First dose, at least 21 days ago"	1719	189762	7506.6		7087.4	7925.8
Male	Non-COVID-19 deaths	2021	June	"Second dose, less than 21 days ago"	501	174984	1779.6		1549.8	2009.4
Male	Non-COVID-19 deaths	2021	June	"Second dose, between 21 days and 6 months ago"	11987	615993	959.6		938.5	980.8
Male	Non-COVID-19 deaths	2021	June	"Second dose, at least 6 months ago"	0	9	x		x	x
Male	Non-COVID-19 deaths	2021	June	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	June	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	June	Ever vaccinated	14253	1068610	998.7		981.7	1015.6
Male	Non-COVID-19 deaths	2021	July	Unvaccinated	1016	392605	1535.9		1424.1	1647.8
Male	Non-COVID-19 deaths	2021	July	"First dose, less than 21 days ago"	36	58068	1216.8		507.3	2127.2
Male	Non-COVID-19 deaths	2021	July	"First dose, at least 21 days ago"	1057	191175	7061.1		6578.1	7544.2
Male	Non-COVID-19 deaths	2021	July	"Second dose, less than 21 days ago"	145	85713	1844.8		1434.9	2254.7
Male	Non-COVID-19 deaths	2021	July	"Second dose, between 21 days and 6 months ago"	13951	856864	1054.0		1034.7	1073.3
Male	Non-COVID-19 deaths	2021	July	"Second dose, at least 6 months ago"	601	10733	772.6		522.8	1022.5
Male	Non-COVID-19 deaths	2021	July	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	July	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	Non-COVID-19 deaths	2021	July	Ever vaccinated	15790	1202553	1063.5		1046.6	1080.3
Male	Non-COVID-19 deaths	2021	August	Unvaccinated	836	362776	1360.1		1252.2	1467.9
Male	Non-COVID-19 deaths	2021	August	"First dose, less than 21 days ago"	13	18286	1634.0	u	655.2	3120.3
Male	Non-COVID-19 deaths	2021	August	"First dose, at least 21 days ago"	708	139627	5664.8		5190.4	6139.2
Male	Non-COVID-19 deaths	2021	August	"Second dose, less than 21 days ago"	65	81956	1773.9		1205.7	2457.4
Male	Non-COVID-19 deaths	2021	August	"Second dose, between 21 days and 6 months ago"	13726	975552	1022.1		1004.1	1040.1
Male	Non-COVID-19 deaths	2021	August	"Second dose, at least 6 months ago"	827	15474	797.2		624.6	969.8
Male	Non-COVID-19 deaths	2021	August	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
