"Monthly age-standardised mortality rates by vaccination status by age group by sex for all cause deaths and deaths involving COVID-19, per 100,000 person-years, England, deaths occurring between 1 January 2021 and 31 May 2022"											
This worksheet contains 1 table.											
"Source: Source: Office for National Statistics, National Immunisation Management Service."											
Sex	Cause of Death	Year	Month	Age group	Vaccination status	Count of deaths	Person-years	"Age-standardised mortality rate / 100,000 person-years"	Noted as Unreliable	Lower confidence limit	Upper confidence limit
Male	All causes	2021	May	40-49	"First dose, at least 21 days ago"	153	80942	189.5		158.1	220.9
Male	All causes	2021	May	40-49	"Second dose, less than 21 days ago"	33	19701	156.9		107.3	221.3
Male	All causes	2021	May	40-49	"Second dose, at least 21 days ago"	49	17588	273.7		202.0	362.4
Male	All causes	2021	May	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	50-59	Unvaccinated	214	25225	862.7		746.7	978.7
Male	All causes	2021	May	50-59	"First dose, less than 21 days ago"	9	2189	380.6	u	166.0	735.8
Male	All causes	2021	May	50-59	"First dose, at least 21 days ago"	526	153844	339.7		310.6	368.7
Male	All causes	2021	May	50-59	"Second dose, less than 21 days ago"	129	51185	245.1		202.5	287.8
Male	All causes	2021	May	50-59	"Second dose, at least 21 days ago"	207	29819	678.1		584.8	771.5
Male	All causes	2021	May	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	60-69	Unvaccinated	292	12464	2503.7		2213.1	2794.2
Male	All causes	2021	May	60-69	"First dose, less than 21 days ago"	9	640	1462.5	u	646.6	2812.9
Male	All causes	2021	May	60-69	"First dose, at least 21 days ago"	826	69863	1614.1		1492.7	1735.6
Male	All causes	2021	May	60-69	"Second dose, less than 21 days ago"	376	80641	462.1		415.0	509.2
Male	All causes	2021	May	60-69	"Second dose, at least 21 days ago"	588	53083	1115.6		1020.6	1210.6
Male	All causes	2021	May	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	70-79	Unvaccinated	280	5358	5492.0		4837.0	6147.0
Male	All causes	2021	May	70-79	"First dose, less than 21 days ago"	16	198	8402.2	u	4761.2	13704.9
Male	All causes	2021	May	70-79	"First dose, at least 21 days ago"	1066	5362	22520.6		21115.9	23925.2
Male	All causes	2021	May	70-79	"Second dose, less than 21 days ago"	638	41322	1835.9		1681.6	1990.2
Male	All causes	2021	May	70-79	"Second dose, at least 21 days ago"	2343	119384	1917.9		1840.1	1995.8
Male	All causes	2021	May	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	80-89	Unvaccinated	228	1839	12440.4		10825.4	14055.4
Male	All causes	2021	May	80-89	"First dose, less than 21 days ago"	12	69	17061.0	u	8810.9	29809.4
Male	All causes	2021	May	80-89	"First dose, at least 21 days ago"	983	1592	61092.6		57262.4	64922.8
Male	All causes	2021	May	80-89	"Second dose, less than 21 days ago"	383	3731	10333.4		9298.3	11368.6
Male	All causes	2021	May	80-89	"Second dose, at least 21 days ago"	4106	66887	6187.4		5998.1	6376.8
Male	All causes	2021	May	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	90+	Unvaccinated	101	430	23495.5		19136.9	28549.5
Male	All causes	2021	May	90+	"First dose, less than 21 days ago"	<3	28	x		x	x
Male	All causes	2021	May	90+	"First dose, at least 21 days ago"	407	440	92568.5		83792.3	102014.0
Male	All causes	2021	May	90+	"Second dose, less than 21 days ago"	192	838	22918.6		19791.1	26399.9
Male	All causes	2021	May	90+	"Second dose, at least 21 days ago"	1849	10681	17311.5		16531.3	18119.0
Male	All causes	2021	May	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	May	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	18-39	Unvaccinated	137	231219	72.9		59.7	86.2
Male	All causes	2021	June	18-39	"First dose, less than 21 days ago"	15	77598	17.5	u	9.7	29.1
Male	All causes	2021	June	18-39	"First dose, at least 21 days ago"	66	63243	121.3		88.2	161.1
Male	All causes	2021	June	18-39	"Second dose, less than 21 days ago"	10	23100	42.7	u	20.1	79.0
Male	All causes	2021	June	18-39	"Second dose, at least 21 days ago"	65	51756	125.7		96.3	161.2
Male	All causes	2021	June	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	40-49	Unvaccinated	115	37856	310.8		253.5	368.0
Male	All causes	2021	June	40-49	"First dose, less than 21 days ago"	6	7730	118.7	u	43.6	258.3
Male	All causes	2021	June	40-49	"First dose, at least 21 days ago"	106	86847	122.9		99.5	146.3
Male	All causes	2021	June	40-49	"Second dose, less than 21 days ago"	30	33761	86.7		57.7	124.9
Male	All causes	2021	June	40-49	"Second dose, at least 21 days ago"	117	47947	237.8		194.1	281.5
Male	All causes	2021	June	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	50-59	Unvaccinated	182	22439	829.9		709.0	950.8
Male	All causes	2021	June	50-59	"First dose, less than 21 days ago"	6	1276	485.4	u	174.2	1063.7
Male	All causes	2021	June	50-59	"First dose, at least 21 days ago"	211	29587	753.3		651.1	855.5
Male	All causes	2021	June	50-59	"Second dose, less than 21 days ago"	113	83578	134.3		109.5	159.1
Male	All causes	2021	June	50-59	"Second dose, at least 21 days ago"	502	116905	418.8		381.9	455.7
Male	All causes	2021	June	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	60-69	Unvaccinated	236	11383	2114.6		1841.5	2387.8
Male	All causes	2021	June	60-69	"First dose, less than 21 days ago"	7	438	1787.6	u	688.0	3737.8
Male	All causes	2021	June	60-69	"First dose, at least 21 days ago"	361	6824	6618.1		5878.5	7357.7
Male	All causes	2021	June	60-69	"Second dose, less than 21 days ago"	141	31852	674.4		538.4	810.4
Male	All causes	2021	June	60-69	"Second dose, at least 21 days ago"	1358	159509	834.6		790.0	879.3
Male	All causes	2021	June	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	70-79	Unvaccinated	255	4986	5246.7		4590.6	5902.8
Male	All causes	2021	June	70-79	"First dose, less than 21 days ago"	6	140	4037.9	u	1466.6	8817.3
Male	All causes	2021	June	70-79	"First dose, at least 21 days ago"	456	1513	30810.2		27962.0	33658.5
Male	All causes	2021	June	70-79	"Second dose, less than 21 days ago"	106	1602	7154.5		5746.0	8563.0
Male	All causes	2021	June	70-79	"Second dose, at least 21 days ago"	3400	158293	2173.8		2100.7	2246.9
Male	All causes	2021	June	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	80-89	Unvaccinated	210	1687	12475.6		10788.1	14163.1
Male	All causes	2021	June	80-89	"First dose, less than 21 days ago"	6	52	11245.7	u	4121.8	24486.7
Male	All causes	2021	June	80-89	"First dose, at least 21 days ago"	406	662	60523.4		54607.7	66439.1
Male	All causes	2021	June	80-89	"Second dose, less than 21 days ago"	59	479	12229.7		9307.4	15778.3
Male	All causes	2021	June	80-89	"Second dose, at least 21 days ago"	4678	68947	6826.7		6631.0	7022.4
Male	All causes	2021	June	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	90+	Unvaccinated	87	393	22164.9		17752.6	27340.8
Male	All causes	2021	June	90+	"First dose, less than 21 days ago"	<3	14	x		x	x
Male	All causes	2021	June	90+	"First dose, at least 21 days ago"	141	199	70730.4		59536.9	83416.5
Male	All causes	2021	June	90+	"Second dose, less than 21 days ago"	46	127	36116.7		26439.4	48176.0
Male	All causes	2021	June	90+	"Second dose, at least 21 days ago"	1971	11406	17280.7		16526.1	18060.9
Male	All causes	2021	June	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	June	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	18-39	Unvaccinated	108	147231	83.5		67.3	99.7
Male	All causes	2021	July	18-39	"First dose, less than 21 days ago"	23	53774	76.5		37.4	130.0
Male	All causes	2021	July	18-39	"First dose, at least 21 days ago"	63	144380	43.6		33.5	55.9
Male	All causes	2021	July	18-39	"Second dose, less than 21 days ago"	7	29812	20.0	u	4.9	46.8
Male	All causes	2021	July	18-39	"Second dose, at least 21 days ago"	111	86499	124.7		101.0	148.3
Male	All causes	2021	July	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	40-49	Unvaccinated	130	35556	385.4		318.7	452.1
Male	All causes	2021	July	40-49	"First dose, less than 21 days ago"	3	2193	132.9	u	25.9	391.9
Male	All causes	2021	July	40-49	"First dose, at least 21 days ago"	65	34628	211.9		162.5	271.3
Male	All causes	2021	July	40-49	"Second dose, less than 21 days ago"	28	44222	63.3		42.1	91.5
Male	All causes	2021	July	40-49	"Second dose, at least 21 days ago"	232	104311	214.9		186.7	243.0
Male	All causes	2021	July	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	50-59	Unvaccinated	202	21973	919.5		792.4	1046.7
Male	All causes	2021	July	50-59	"First dose, less than 21 days ago"	<3	826	x		x	x
Male	All causes	2021	July	50-59	"First dose, at least 21 days ago"	146	6827	2286.5		1910.9	2662.1
Male	All causes	2021	July	50-59	"Second dose, less than 21 days ago"	20	8778	253.1		152.4	393.9
Male	All causes	2021	July	50-59	"Second dose, at least 21 days ago"	761	223793	336.0		312.0	359.9
Male	All causes	2021	July	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	60-69	Unvaccinated	227	11345	2058.9		1787.9	2329.9
Male	All causes	2021	July	60-69	"First dose, less than 21 days ago"	<3	291	x		x	x
Male	All causes	2021	July	60-69	"First dose, at least 21 days ago"	203	2626	8488.7		7294.0	9683.4
Male	All causes	2021	July	60-69	"Second dose, less than 21 days ago"	33	1900	2086.0		1391.7	2986.7
Male	All causes	2021	July	60-69	"Second dose, at least 21 days ago"	1797	201141	899.1		857.5	940.7
Male	All causes	2021	July	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	70-79	Unvaccinated	200	5017	4167.5		3579.3	4755.7
Male	All causes	2021	July	70-79	"First dose, less than 21 days ago"	3	98	3341.8	u	665.7	9823.2
Male	All causes	2021	July	70-79	"First dose, at least 21 days ago"	271	1028	26919.1		23696.8	30141.4
Male	All causes	2021	July	70-79	"Second dose, less than 21 days ago"	21	395	5515.1		3396.6	8454.4
Male	All causes	2021	July	70-79	"Second dose, at least 21 days ago"	4159	165959	2535.2		2458.1	2612.4
Male	All causes	2021	July	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	80-89	Unvaccinated	239	1684	14226.4		12422.7	16030.2
Male	All causes	2021	July	80-89	"First dose, less than 21 days ago"	5	31	16344.3	u	5268.5	38218.3
Male	All causes	2021	July	80-89	"First dose, at least 21 days ago"	235	465	49797.8		43403.2	56192.3
Male	All causes	2021	July	80-89	"Second dose, less than 21 days ago"	21	152	13719.3		8482.8	20984.9
Male	All causes	2021	July	80-89	"Second dose, at least 21 days ago"	5508	71941	7707.6		7504.0	7911.2
Male	All causes	2021	July	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	90+	Unvaccinated	92	392	23477.4		18925.5	28793.4
Male	All causes	2021	July	90+	"First dose, less than 21 days ago"	<3	7	x		x	x
Male	All causes	2021	July	90+	"First dose, at least 21 days ago"	101	139	72872.5		59354.3	88547.8
Male	All causes	2021	July	90+	"Second dose, less than 21 days ago"	15	48	31574.2	u	17658.7	52080.1
Male	All causes	2021	July	90+	"Second dose, at least 21 days ago"	2435	12058	20194.8		19400.6	21013.2
Male	All causes	2021	July	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	July	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	18-39	Unvaccinated	94	127640	79.3		63.8	97.4
Male	All causes	2021	August	18-39	"First dose, less than 21 days ago"	<3	10629	x		x	x
Male	All causes	2021	August	18-39	"First dose, at least 21 days ago"	58	119137	70.1		51.3	93.0
Male	All causes	2021	August	18-39	"Second dose, less than 21 days ago"	17	65614	26.8	u	15.6	43.1
Male	All causes	2021	August	18-39	"Second dose, at least 21 days ago"	99	138597	68.3		54.7	84.2
Male	All causes	2021	August	18-39	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	40-49	Unvaccinated	107	33972	322.8		261.2	384.5
Male	All causes	2021	August	40-49	"First dose, less than 21 days ago"	<3	1019	x		x	x
Male	All causes	2021	August	40-49	"First dose, at least 21 days ago"	53	11032	520.7		388.3	683.1
Male	All causes	2021	August	40-49	"Second dose, less than 21 days ago"	6	13156	50.5	u	17.0	112.8
Male	All causes	2021	August	40-49	"Second dose, at least 21 days ago"	216	161438	130.4		112.9	147.8
Male	All causes	2021	August	40-49	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	50-59	Unvaccinated	193	21290	918.2		788.4	1048.1
Male	All causes	2021	August	50-59	"First dose, less than 21 days ago"	<3	461	x		x	x
Male	All causes	2021	August	50-59	"First dose, at least 21 days ago"	94	4803	2067.8		1668.3	2533.6
Male	All causes	2021	August	50-59	"Second dose, less than 21 days ago"	10	1862	469.2	u	221.9	867.8
Male	All causes	2021	August	50-59	"Second dose, at least 21 days ago"	809	233738	340.2		316.7	363.7
Male	All causes	2021	August	50-59	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	60-69	Unvaccinated	206	11111	1915.9		1651.3	2180.5
Male	All causes	2021	August	60-69	"First dose, less than 21 days ago"	<3	171	x		x	x
Male	All causes	2021	August	60-69	"First dose, at least 21 days ago"	149	2015	7701.4		6437.6	8965.1
Male	All causes	2021	August	60-69	"Second dose, less than 21 days ago"	6	610	1154.9	u	406.1	2546.7
Male	All causes	2021	August	60-69	"Second dose, at least 21 days ago"	1901	203680	939.6		897.3	981.8
Male	All causes	2021	August	60-69	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	70-79	Unvaccinated	244	4950	5315.9		4637.6	5994.2
Male	All causes	2021	August	70-79	"First dose, less than 21 days ago"	5	53	10258.9	u	3228.7	24143.0
Male	All causes	2021	August	70-79	"First dose, at least 21 days ago"	143	847	17319.6		14466.0	20173.3
Male	All causes	2021	August	70-79	"Second dose, less than 21 days ago"	14	187	7819.3	u	4249.7	13157.1
Male	All causes	2021	August	70-79	"Second dose, at least 21 days ago"	4369	166812	2643.8		2565.3	2722.2
Male	All causes	2021	August	70-79	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	80-89	Unvaccinated	225	1645	13712.9		11921.0	15504.8
Male	All causes	2021	August	80-89	"First dose, less than 21 days ago"	4	19	21178.1	u	5770.4	54224.4
Male	All causes	2021	August	80-89	"First dose, at least 21 days ago"	172	374	45211.4		38429.0	51993.8
Male	All causes	2021	August	80-89	"Second dose, less than 21 days ago"	11	73	15084.8	u	7530.1	26991.3
Male	All causes	2021	August	80-89	"Second dose, at least 21 days ago"	5497	72209	7653.7		7451.3	7856.0
Male	All causes	2021	August	80-89	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	90+	Unvaccinated	95	384	24710.5		19991.7	30207.7
Male	All causes	2021	August	90+	"First dose, less than 21 days ago"	<3	4	x		x	x
Male	All causes	2021	August	90+	"First dose, at least 21 days ago"	88	107	82523.3		66183.9	101672.5
Male	All causes	2021	August	90+	"Second dose, less than 21 days ago"	4	22	18500.7	u	4977.2	47365.8
Male	All causes	2021	August	90+	"Second dose, at least 21 days ago"	2583	12195	21180.3		20371.3	22013.2
Male	All causes	2021	August	90+	"Third dose or booster, less than 21 days ago"	0	0	x		x	x
Male	All causes	2021	August	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	18-39	Unvaccinated	69	116119	63.7		49.3	80.9
Male	All causes	2021	September	18-39	"First dose, less than 21 days ago"	<3	4882	x		x	x
Male	All causes	2021	September	18-39	"First dose, at least 21 days ago"	34	50891	94.9		62.6	136.5
Male	All causes	2021	September	18-39	"Second dose, less than 21 days ago"	6	47804	13.3	u	2.7	33.0
Male	All causes	2021	September	18-39	"Second dose, at least 21 days ago"	108	226767	46.9		37.9	55.8
Male	All causes	2021	September	18-39	"Third dose or booster, less than 21 days ago"	<3	186	x		x	x
Male	All causes	2021	September	18-39	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	40-49	Unvaccinated	79	32074	258.1		204.0	322.1
Male	All causes	2021	September	40-49	"First dose, less than 21 days ago"	4	592	738.9	u	197.7	1899.6
Male	All causes	2021	September	40-49	"First dose, at least 21 days ago"	48	7230	710.7		522.7	943.9
Male	All causes	2021	September	40-49	"Second dose, less than 21 days ago"	3	2651	127.2	u	24.4	376.1
Male	All causes	2021	September	40-49	"Second dose, at least 21 days ago"	271	170479	156.7		138.0	175.4
Male	All causes	2021	September	40-49	"Third dose or booster, less than 21 days ago"	<3	223	x		x	x
Male	All causes	2021	September	40-49	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	50-59	Unvaccinated	153	20242	767.7		645.8	889.7
Male	All causes	2021	September	50-59	"First dose, less than 21 days ago"	<3	267	x		x	x
Male	All causes	2021	September	50-59	"First dose, at least 21 days ago"	71	3906	1885.1		1469.6	2381.0
Male	All causes	2021	September	50-59	"Second dose, less than 21 days ago"	5	854	622.3	u	197.5	1461.3
Male	All causes	2021	September	50-59	"Second dose, at least 21 days ago"	887	227822	383.8		358.5	409.1
Male	All causes	2021	September	50-59	"Third dose or booster, less than 21 days ago"	<3	463	x		x	x
Male	All causes	2021	September	50-59	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	60-69	Unvaccinated	249	10646	2419.5		2115.6	2723.4
Male	All causes	2021	September	60-69	"First dose, less than 21 days ago"	<3	98	x		x	x
Male	All causes	2021	September	60-69	"First dose, at least 21 days ago"	104	1693	6807.3		5473.9	8140.6
Male	All causes	2021	September	60-69	"Second dose, less than 21 days ago"	3	306	1112.7	u	213.5	3290.2
Male	All causes	2021	September	60-69	"Second dose, at least 21 days ago"	2030	197732	1034.8		989.8	1079.9
Male	All causes	2021	September	60-69	"Third dose or booster, less than 21 days ago"	<3	444	x		x	x
Male	All causes	2021	September	60-69	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	70-79	Unvaccinated	238	4756	5274.5		4592.8	5956.2
Male	All causes	2021	September	70-79	"First dose, less than 21 days ago"	<3	32	x		x	x
Male	All causes	2021	September	70-79	"First dose, at least 21 days ago"	129	723	18321.0		15142.8	21499.2
Male	All causes	2021	September	70-79	"Second dose, less than 21 days ago"	<3	102	x		x	x
Male	All causes	2021	September	70-79	"Second dose, at least 21 days ago"	4468	161155	2796.0		2714.0	2878.1
Male	All causes	2021	September	70-79	"Third dose or booster, less than 21 days ago"	7	715	997.8	u	372.3	2107.1
Male	All causes	2021	September	70-79	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	80-89	Unvaccinated	210	1570	13399.6		11587.1	15212.1
Male	All causes	2021	September	80-89	"First dose, less than 21 days ago"	<3	10	x		x	x
Male	All causes	2021	September	80-89	"First dose, at least 21 days ago"	126	318	39169.1		32295.8	46042.4
Male	All causes	2021	September	80-89	"Second dose, less than 21 days ago"	<3	35	x		x	x
Male	All causes	2021	September	80-89	"Second dose, at least 21 days ago"	5750	68316	8455.7		8237.1	8674.3
Male	All causes	2021	September	80-89	"Third dose or booster, less than 21 days ago"	18	1765	1025.2	u	607.5	1620.3
Male	All causes	2021	September	80-89	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	September	90+	Unvaccinated	79	367	21514.6		17032.7	26814.1
Male	All causes	2021	September	90+	"First dose, less than 21 days ago"	<3	2	x		x	x
Male	All causes	2021	September	90+	"First dose, at least 21 days ago"	56	90	62249.7		47019.5	80838.3
Male	All causes	2021	September	90+	"Second dose, less than 21 days ago"	<3	9	x		x	x
Male	All causes	2021	September	90+	"Second dose, at least 21 days ago"	2558	11662	21934.4		21092.5	22801.2
Male	All causes	2021	September	90+	"Third dose or booster, less than 21 days ago"	11	227	4835.7	u	2410.6	8653.0
Male	All causes	2021	September	90+	"Third dose or booster, at least 21 days ago"	0	0	x		x	x
Male	All causes	2021	October	18-39	Unvaccinated	81	115759	73.8		58.4	92.0
Male	All causes	2021	October	18-39	"First dose, less than 21 days ago"	<3	2880	x		x	x
Male	All causes	2021	October	18-39	"First dose, at least 21 days ago"	29	35631	104.7		67.5	153.3
Male	All causes	2021	October	18-39	"Second dose, less than 21 days ago"	<3	12942	x		x	x
Male	All causes	2021	October	18-39	"Second dose, at least 21 days ago"	132	289704	45.5		37.8	53.3
Male	All causes	2021	October	18-39	"Third dose or booster, less than 21 days ago"	6	3709	128.7	u	47.0	280.5
Male	All causes	2021	October	18-39	"Third dose or booster, at least 21 days ago"	<3	884	x		x	x
Male	All causes	2021	October	40-49	Unvaccinated	72	32537	229.0		178.8	288.8
Male	All causes	2021	October	40-49	"First dose, less than 21 days ago"	<3	480	x		x	x
Male	All causes	2021	October	40-49	"First dose, at least 21 days ago"	43	6295	704.1		508.1	950.3
Male	All causes	2021	October	40-49	"Second dose, less than 21 days ago"	<3	1265	x		x	x
Male	All causes	2021	October	40-49	"Second dose, at least 21 days ago"	273	174724	153.8		135.6	172.1
Male	All causes	2021	October	40-49	"Third dose or booster, less than 21 days ago"	6	3772	147.0	u	53.3	321.1
Male	All causes	2021	October	40-49	"Third dose or booster, at least 21 days ago"	3	999	291.7	u	57.4	859.0
Male	All causes	2021	October	50-59	Unvaccinated	145	20651	712.4		596.2	828.7
Male	All causes	2021	October	50-59	"First dose, less than 21 days ago"	<3	226	x		x	x
Male	All causes	2021	October	50-59	"First dose, at least 21 days ago"	71	3627	2000.6		1559.7	2526.8
Male	All causes	2021	October	50-59	"Second dose, less than 21 days ago"	3	517	566.7	u	111.6	1668.8
Male	All causes	2021	October	50-59	"Second dose, at least 21 days ago"	923	226693	401.0		375.1	427.0
Male	All causes	2021	October	50-59	"Third dose or booster, less than 21 days ago"	23	8063	280.6		176.9	422.4
Male	All causes	2021	October	50-59	"Third dose or booster, at least 21 days ago"	8	2093	374.9	u	160.7	740.7
Male	All causes	2021	October	60-69	Unvaccinated	237	10920	2242.7		1953.9	2531.4
Male	All causes	2021	October	60-69	"First dose, less than 21 days ago"	<3	84	x		x	x
Male	All causes	2021	October	60-69	"First dose, at least 21 days ago"	101	1587	6760.4		5413.5	8107.4
Male	All causes	2021	October	60-69	"Second dose, less than 21 days ago"	<3	204	x		x	x
Male	All causes	2021	October	60-69	"Second dose, at least 21 days ago"	2055	191910	1082.4		1035.6	1129.3
Male	All causes	2021	October	60-69	"Third dose or booster, less than 21 days ago"	64	11472	543.2		416.1	696.3
Male	All causes	2021	October	60-69	"Third dose or booster, at least 21 days ago"	17	2154	788.4	u	459.3	1262.3
Male	All causes	2021	October	70-79	Unvaccinated	245	4891	5342.5		4662.5	6022.5
Male	All causes	2021	October	70-79	"First dose, less than 21 days ago"	<3	30	x		x	x
Male	All causes	2021	October	70-79	"First dose, at least 21 days ago"	126	675	19212.6		15840.3	22585.0
Male	All causes	2021	October	70-79	"Second dose, less than 21 days ago"	<3	74	x		x	x
Male	All causes	2021	October	70-79	"Second dose, at least 21 days ago"	4545	128297	3685.3		3577.5	3793.2
Male	All causes	2021	October	70-79	"Third dose or booster, less than 21 days ago"	334	34451	906.0		805.7	1006.4
Male	All causes	2021	October	70-79	"Third dose or booster, at least 21 days ago"	84	4804	1630.6		1277.2	2046.4
Male	All causes	2021	October	80-89	Unvaccinated	195	1602	12213.2		10498.8	13927.6
Male	All causes	2021	October	80-89	"First dose, less than 21 days ago"	4	12	32215.2	u	8773.3	82493.1
Male	All causes	2021	October	80-89	"First dose, at least 21 days ago"	128	289	42995.9		35518.3	50473.5
Male	All causes	2021	October	80-89	"Second dose, less than 21 days ago"	7	33	20737.9	u	8209.8	42954.8
Male	All causes	2021	October	80-89	"Second dose, at least 21 days ago"	5290	35593	14921.7		14519.5	15323.8
Male	All causes	2021	October	80-89	"Third dose or booster, less than 21 days ago"	857	28204	3056.9		2852.1	3261.6
Male	All causes	2021	October	80-89	"Third dose or booster, at least 21 days ago"	298	8784	3400.1		3014.0	3786.1
Male	All causes	2021	October	90+	Unvaccinated	91	375	24288.1		19554.6	29820.8
Male	All causes	2021	October	90+	"First dose, less than 21 days ago"	<3	3	x		x	x
Male	All causes	2021	October	90+	"First dose, at least 21 days ago"	53	82	64413.7		48246.6	84256.7
Male	All causes	2021	October	90+	"Second dose, less than 21 days ago"	<3	9	x		x	x
Male	All causes	2021	October	90+	"Second dose, at least 21 days ago"	2457	6953	35337.0		33953.4	36762.5
Male	All causes	2021	October	90+	"Third dose or booster, less than 21 days ago"	382	4181	9136.2		8242.8	10100.0
Male	All causes	2021	October	90+	"Third dose or booster, at least 21 days ago"	135	1224	11031.5		9249.0	13057.2
Male	All causes	2021	November	18-39	Unvaccinated	65	108962	64.9		49.9	82.9
Male	All causes	2021	November	18-39	"First dose, less than 21 days ago"	<3	2201	x		x	x
Male	All causes	2021	November	18-39	"First dose, at least 21 days ago"	18	29290	73.3	u	41.5	118.6
Male	All causes	2021	November	18-39	"Second dose, less than 21 days ago"	<3	6084	x		x	x
Male	All causes	2021	November	18-39	"Second dose, at least 21 days ago"	112	286188	39.7		32.4	47.1
